event,replicate,comparison,gain,training_rows,unique_original_training_sources,default_minus_style_risk
answer_reveal,162,default_vs_context,0.08806287210776112,1240,18,-0.07944236119695475
answer_reveal,162,student_state_vs_domain,-4.024723596256219e-05,1240,18,-0.07944236119695475
answer_reveal,163,default_vs_context,0.09182326138509801,1200,22,-0.06723166394065185
answer_reveal,163,student_state_vs_domain,-0.0005238763039271052,1200,22,-0.06723166394065185
answer_reveal,164,default_vs_context,0.0911998158649826,1200,21,-0.0826298232886892
answer_reveal,164,student_state_vs_domain,-0.00037129320815246225,1200,21,-0.0826298232886892
answer_reveal,165,default_vs_context,0.09058831872204591,1240,20,-0.06614597584791433
answer_reveal,165,student_state_vs_domain,-0.00018124547418521542,1240,20,-0.06614597584791433
answer_reveal,166,default_vs_context,0.09118415062343452,1320,17,-0.06938993903789681
answer_reveal,166,student_state_vs_domain,-0.00038271070793191586,1320,17,-0.06938993903789681
answer_reveal,167,default_vs_context,0.09150750685645032,1320,20,-0.07778008695824079
answer_reveal,167,student_state_vs_domain,-0.00033611232143464925,1320,20,-0.07778008695824079
answer_reveal,168,default_vs_context,0.09172040881787502,1320,23,-0.07603817189822071
answer_reveal,168,student_state_vs_domain,-1.851580148445886e-05,1320,23,-0.07603817189822071
answer_reveal,169,default_vs_context,0.09035872979085445,1280,19,-0.0747299970361026
answer_reveal,169,student_state_vs_domain,-0.0009700519139004549,1280,19,-0.0747299970361026
answer_reveal,170,default_vs_context,0.0907866101306138,1280,19,-0.0816404169539393
answer_reveal,170,student_state_vs_domain,0.00030352900508188313,1280,19,-0.0816404169539393
answer_reveal,171,default_vs_context,0.09044029802248156,1200,18,-0.07618049811041604
answer_reveal,171,student_state_vs_domain,8.461894161634897e-06,1200,18,-0.07618049811041604
answer_reveal,172,default_vs_context,0.0868429918594969,1280,16,-0.07271955085056872
answer_reveal,172,student_state_vs_domain,-0.0008594794437698089,1280,16,-0.07271955085056872
answer_reveal,173,default_vs_context,0.09048966240159341,1360,19,-0.07285314173523642
answer_reveal,173,student_state_vs_domain,0.0005554610327204584,1360,19,-0.07285314173523642
answer_reveal,174,default_vs_context,0.08898880031896134,1320,18,-0.06866817104274903
answer_reveal,174,student_state_vs_domain,-0.0004572688957074078,1320,18,-0.06866817104274903
answer_reveal,175,default_vs_context,0.08854969536378277,1200,16,-0.08210058393317665
answer_reveal,175,student_state_vs_domain,-0.0010642002796727723,1200,16,-0.08210058393317665
answer_reveal,176,default_vs_context,0.0897592189183193,1240,17,-0.07235569514393604
answer_reveal,176,student_state_vs_domain,-2.1974907620792017e-05,1240,17,-0.07235569514393604
answer_reveal,177,default_vs_context,0.08994034471050748,1240,18,-0.08389813118064397
answer_reveal,177,student_state_vs_domain,-0.00012946835909612153,1240,18,-0.08389813118064397
answer_reveal,178,default_vs_context,0.08796165828533738,1320,20,-0.06966647750593015
answer_reveal,178,student_state_vs_domain,-0.000667385588228056,1320,20,-0.06966647750593015
answer_reveal,179,default_vs_context,0.0918579327572111,1240,21,-0.07566604890869827
answer_reveal,179,student_state_vs_domain,-0.00027957844944669075,1240,21,-0.07566604890869827
answer_reveal,180,default_vs_context,0.08997371089829909,1320,20,-0.07730622253573152
answer_reveal,180,student_state_vs_domain,0.0004010737943667131,1320,20,-0.07730622253573152
answer_reveal,181,default_vs_context,0.09116175547181365,1240,19,-0.07986709771226169
answer_reveal,181,student_state_vs_domain,-0.0008489300613854361,1240,19,-0.07986709771226169
answer_reveal,182,default_vs_context,0.08789241366105148,1280,18,-0.0697303292086784
answer_reveal,182,student_state_vs_domain,-0.00015664332480977428,1280,18,-0.0697303292086784
answer_reveal,183,default_vs_context,0.08873683804696866,1320,18,-0.07873880460958418
answer_reveal,183,student_state_vs_domain,-0.0008668321455830158,1320,18,-0.07873880460958418
answer_reveal,184,default_vs_context,0.08850596304045268,1240,19,-0.07737604454463619
answer_reveal,184,student_state_vs_domain,0.0003396666019055833,1240,19,-0.07737604454463619
answer_reveal,185,default_vs_context,0.08773702018065427,1200,19,-0.08037487710996918
answer_reveal,185,student_state_vs_domain,-0.00047827051715994273,1200,19,-0.08037487710996918
answer_reveal,186,default_vs_context,0.09321058261693835,1200,21,-0.07928903827774869
answer_reveal,186,student_state_vs_domain,1.4188091125827418e-05,1200,21,-0.07928903827774869
answer_reveal,187,default_vs_context,0.08968694653678,1200,18,-0.08035187955399781
answer_reveal,187,student_state_vs_domain,0.00010826304437355772,1200,18,-0.08035187955399781
answer_reveal,188,default_vs_context,0.09002003673121359,1360,18,-0.07387792856311978
answer_reveal,188,student_state_vs_domain,0.00025633946809734687,1360,18,-0.07387792856311978
answer_reveal,189,default_vs_context,0.09175271755273674,1320,17,-0.08360806210945597
answer_reveal,189,student_state_vs_domain,-0.0013890064333525742,1320,17,-0.08360806210945597
answer_reveal,190,default_vs_context,0.08957683733797239,1280,18,-0.07102221395860459
answer_reveal,190,student_state_vs_domain,-0.0005146412511323056,1280,18,-0.07102221395860459
answer_reveal,191,default_vs_context,0.08945259716226396,1280,19,-0.08357356016235191
answer_reveal,191,student_state_vs_domain,0.0008496869235050247,1280,19,-0.08357356016235191
answer_reveal,192,default_vs_context,0.08976061916654385,1200,18,-0.07665868226125858
answer_reveal,192,student_state_vs_domain,0.00040888810688675947,1200,18,-0.07665868226125858
answer_reveal,193,default_vs_context,0.0879784255241004,1320,21,-0.07940542793082114
answer_reveal,193,student_state_vs_domain,-0.0006052914691888761,1320,21,-0.07940542793082114
answer_reveal,194,default_vs_context,0.09231535806283876,1200,21,-0.07497216146251294
answer_reveal,194,student_state_vs_domain,4.428987205127438e-05,1200,21,-0.07497216146251294
answer_reveal,195,default_vs_context,0.09189949170446843,1200,19,-0.07678321873028923
answer_reveal,195,student_state_vs_domain,0.0003371589197370961,1200,19,-0.07678321873028923
answer_reveal,196,default_vs_context,0.08771007383465952,1280,19,-0.07584124372368327
answer_reveal,196,student_state_vs_domain,-0.000876927511564915,1280,19,-0.07584124372368327
answer_reveal,197,default_vs_context,0.08807151644475832,1280,20,-0.08281498431735772
answer_reveal,197,student_state_vs_domain,-0.0007115258312294925,1280,20,-0.08281498431735772
answer_reveal,198,default_vs_context,0.09062612827250714,1320,22,-0.07213127598193907
answer_reveal,198,student_state_vs_domain,0.00011355912493390963,1320,22,-0.07213127598193907
answer_reveal,199,default_vs_context,0.09052402334022146,1280,19,-0.07211774130496963
answer_reveal,199,student_state_vs_domain,-0.00026727259302945783,1280,19,-0.07211774130496963
reasoning_elicitation,0,default_vs_context,0.13030176804438173,1320,19,-0.09437333000531659
reasoning_elicitation,0,student_state_vs_domain,-9.693140681751866e-05,1320,19,-0.09437333000531659
reasoning_elicitation,1,default_vs_context,0.13028649553322474,1280,21,-0.08317407936883915
reasoning_elicitation,1,student_state_vs_domain,-0.0010853348730838763,1280,21,-0.08317407936883915
reasoning_elicitation,2,default_vs_context,0.12903808853548993,1280,19,-0.0876458171722661
reasoning_elicitation,2,student_state_vs_domain,-0.0002767805937169132,1280,19,-0.0876458171722661
reasoning_elicitation,3,default_vs_context,0.12942207385319893,1280,17,-0.08288311572782739
reasoning_elicitation,3,student_state_vs_domain,-0.0005705471390826389,1280,17,-0.08288311572782739
reasoning_elicitation,4,default_vs_context,0.12834964733425083,1240,20,-0.08744854479840966
reasoning_elicitation,4,student_state_vs_domain,-0.0003266033325761697,1240,20,-0.08744854479840966
reasoning_elicitation,5,default_vs_context,0.12736852806418283,1320,19,-0.09742438443024573
reasoning_elicitation,5,student_state_vs_domain,-0.0010230798375287092,1320,19,-0.09742438443024573
reasoning_elicitation,6,default_vs_context,0.12949298407892182,1320,22,-0.08594148639941332
reasoning_elicitation,6,student_state_vs_domain,-0.000609024662111185,1320,22,-0.08594148639941332
reasoning_elicitation,7,default_vs_context,0.1256633793082826,1240,20,-0.09235688461936353
reasoning_elicitation,7,student_state_vs_domain,-0.0016912146161771058,1240,20,-0.09235688461936353
reasoning_elicitation,8,default_vs_context,0.13057407696906878,1200,22,-0.08896493691789759
reasoning_elicitation,8,student_state_vs_domain,-0.0010879529331638271,1200,22,-0.08896493691789759
reasoning_elicitation,9,default_vs_context,0.12734985175341956,1320,18,-0.08975670132269917
reasoning_elicitation,9,student_state_vs_domain,-0.001178102153111163,1320,18,-0.08975670132269917
reasoning_elicitation,10,default_vs_context,0.1292229393851164,1200,18,-0.08396290385458274
reasoning_elicitation,10,student_state_vs_domain,-0.00044433128260210064,1200,18,-0.08396290385458274
reasoning_elicitation,11,default_vs_context,0.1288085019116873,1360,17,-0.08530307500998274
reasoning_elicitation,11,student_state_vs_domain,-0.0013514654202620852,1360,17,-0.08530307500998274
reasoning_elicitation,12,default_vs_context,0.12812211864007936,1360,18,-0.09124538924660072
reasoning_elicitation,12,student_state_vs_domain,-9.81893610466078e-05,1360,18,-0.09124538924660072
reasoning_elicitation,13,default_vs_context,0.1272250759756982,1320,20,-0.08534871636005555
reasoning_elicitation,13,student_state_vs_domain,-0.0006047662564513112,1320,20,-0.08534871636005555
reasoning_elicitation,14,default_vs_context,0.12844413815648228,1320,18,-0.09374766984654748
reasoning_elicitation,14,student_state_vs_domain,-0.0005098305778513113,1320,18,-0.09374766984654748
reasoning_elicitation,15,default_vs_context,0.12787715060467125,1280,20,-0.07966332431223344
reasoning_elicitation,15,student_state_vs_domain,-0.0018488266713918983,1280,20,-0.07966332431223344
reasoning_elicitation,16,default_vs_context,0.12664952144815694,1240,17,-0.09013738568751425
reasoning_elicitation,16,student_state_vs_domain,-0.0007100077932709475,1240,17,-0.09013738568751425
reasoning_elicitation,17,default_vs_context,0.13031753818181124,1240,21,-0.10619479957560551
reasoning_elicitation,17,student_state_vs_domain,-5.785029969924971e-05,1240,21,-0.10619479957560551
reasoning_elicitation,18,default_vs_context,0.12763269553198384,1320,17,-0.09212734496850566
reasoning_elicitation,18,student_state_vs_domain,-0.0018524275349014602,1320,17,-0.09212734496850566
reasoning_elicitation,19,default_vs_context,0.12977592961605294,1240,18,-0.07590974671815293
reasoning_elicitation,19,student_state_vs_domain,-0.0007822960764900522,1240,18,-0.07590974671815293
reasoning_elicitation,20,default_vs_context,0.1298010967768412,1280,21,-0.08720599463732998
reasoning_elicitation,20,student_state_vs_domain,-0.0005038359068391673,1280,21,-0.08720599463732998
reasoning_elicitation,21,default_vs_context,0.12919571823522846,1240,20,-0.07890699516948041
reasoning_elicitation,21,student_state_vs_domain,-0.00011652846908360992,1240,20,-0.07890699516948041
reasoning_elicitation,22,default_vs_context,0.12735605433105812,1360,16,-0.09222509216918467
reasoning_elicitation,22,student_state_vs_domain,-0.0019814182629501187,1360,16,-0.09222509216918467
reasoning_elicitation,23,default_vs_context,0.1293076716783683,1320,18,-0.09026295240459209
reasoning_elicitation,23,student_state_vs_domain,-0.0002826701652729191,1320,18,-0.09026295240459209
reasoning_elicitation,24,default_vs_context,0.1270795446107738,1360,20,-0.09037120610551279
reasoning_elicitation,24,student_state_vs_domain,-0.0015254889316226317,1360,20,-0.09037120610551279
reasoning_elicitation,25,default_vs_context,0.1287919376655755,1280,20,-0.09644162002401578
reasoning_elicitation,25,student_state_vs_domain,-0.00043200061716851257,1280,20,-0.09644162002401578
reasoning_elicitation,26,default_vs_context,0.1266769279919952,1240,21,-0.09063094750114019
reasoning_elicitation,26,student_state_vs_domain,-0.0012786503650041026,1240,21,-0.09063094750114019
reasoning_elicitation,27,default_vs_context,0.12267651572133428,1400,15,-0.08132246120780168
reasoning_elicitation,27,student_state_vs_domain,-0.0009603492058430085,1400,15,-0.08132246120780168
reasoning_elicitation,28,default_vs_context,0.12942514927227133,1240,17,-0.09819493891369317
reasoning_elicitation,28,student_state_vs_domain,-0.0007775041408100147,1240,17,-0.09819493891369317
reasoning_elicitation,29,default_vs_context,0.12810631650471302,1280,18,-0.08503224474253171
reasoning_elicitation,29,student_state_vs_domain,-0.0009634280409219348,1280,18,-0.08503224474253171
reasoning_elicitation,30,default_vs_context,0.129003919802026,1320,18,-0.0770622066073898
reasoning_elicitation,30,student_state_vs_domain,-0.00020417258147785444,1320,18,-0.0770622066073898
reasoning_elicitation,31,default_vs_context,0.12801404910036518,1320,20,-0.09494963706467136
reasoning_elicitation,31,student_state_vs_domain,-0.0005801248497914746,1320,20,-0.09494963706467136
reasoning_elicitation,32,default_vs_context,0.12971671826440434,1240,19,-0.09803405038352715
reasoning_elicitation,32,student_state_vs_domain,-0.00047083615756027264,1240,19,-0.09803405038352715
reasoning_elicitation,33,default_vs_context,0.12658111669239996,1280,18,-0.08342223206709214
reasoning_elicitation,33,student_state_vs_domain,-0.0013280145433615526,1280,18,-0.08342223206709214
reasoning_elicitation,34,default_vs_context,0.12714520610096208,1240,17,-0.08612358138726307
reasoning_elicitation,34,student_state_vs_domain,-0.001867771495158821,1240,17,-0.08612358138726307
reasoning_elicitation,35,default_vs_context,0.12800469566008751,1280,18,-0.09207392508656931
reasoning_elicitation,35,student_state_vs_domain,-0.003819784169023982,1280,18,-0.09207392508656931
reasoning_elicitation,36,default_vs_context,0.1275552783241788,1360,21,-0.08629955838030845
reasoning_elicitation,36,student_state_vs_domain,-0.0013717535160646943,1360,21,-0.08629955838030845
reasoning_elicitation,37,default_vs_context,0.1278653897937744,1320,18,-0.08895359986329168
reasoning_elicitation,37,student_state_vs_domain,-0.0009591960913365588,1320,18,-0.08895359986329168
reasoning_elicitation,38,default_vs_context,0.12984103419790935,1360,22,-0.0897857677304085
reasoning_elicitation,38,student_state_vs_domain,-0.0004735110944000809,1360,22,-0.0897857677304085
reasoning_elicitation,39,default_vs_context,0.12897577559759915,1280,21,-0.0842069974897183
reasoning_elicitation,39,student_state_vs_domain,-0.0003452295138547806,1280,21,-0.0842069974897183
reasoning_elicitation,40,default_vs_context,0.13004318144643512,1320,19,-0.07622025246592071
reasoning_elicitation,40,student_state_vs_domain,-0.0010768484917826754,1320,19,-0.07622025246592071
reasoning_elicitation,41,default_vs_context,0.1272626808476865,1280,18,-0.08217495661598018
reasoning_elicitation,41,student_state_vs_domain,-0.0012340797816059457,1280,18,-0.08217495661598018
reasoning_elicitation,42,default_vs_context,0.12863378457498797,1280,21,-0.09282449512060646
reasoning_elicitation,42,student_state_vs_domain,-0.0006254006037129944,1280,21,-0.09282449512060646
reasoning_elicitation,43,default_vs_context,0.13098156150658197,1240,19,-0.09480675121563475
reasoning_elicitation,43,student_state_vs_domain,-0.0004962221630183672,1240,19,-0.09480675121563475
reasoning_elicitation,44,default_vs_context,0.12720407386748797,1280,20,-0.08804854434627049
reasoning_elicitation,44,student_state_vs_domain,-0.0012359108710728178,1280,20,-0.08804854434627049
reasoning_elicitation,45,default_vs_context,0.12831571174891798,1400,15,-0.08750369036061381
reasoning_elicitation,45,student_state_vs_domain,-0.0013545818388820685,1400,15,-0.08750369036061381
reasoning_elicitation,46,default_vs_context,0.12894879383087002,1320,18,-0.07733862495013355
reasoning_elicitation,46,student_state_vs_domain,-0.0002795981515637813,1320,18,-0.07733862495013355
reasoning_elicitation,47,default_vs_context,0.12943596847488936,1240,24,-0.08512485546088394
reasoning_elicitation,47,student_state_vs_domain,-4.3258937740237036e-05,1240,24,-0.08512485546088394
reasoning_elicitation,48,default_vs_context,0.12876037452373743,1240,17,-0.07416005073209542
reasoning_elicitation,48,student_state_vs_domain,-0.0011024652602491247,1240,17,-0.07416005073209542
reasoning_elicitation,49,default_vs_context,0.1264896179895802,1320,17,-0.09030551243042487
reasoning_elicitation,49,student_state_vs_domain,-0.0018139434009987188,1320,17,-0.09030551243042487
reasoning_elicitation,50,default_vs_context,0.12688549445834732,1280,18,-0.0901205844070441
reasoning_elicitation,50,student_state_vs_domain,-0.000955168152150479,1280,18,-0.0901205844070441
reasoning_elicitation,51,default_vs_context,0.1286877242196201,1280,20,-0.0853129586206562
reasoning_elicitation,51,student_state_vs_domain,-0.0018445167096351328,1280,20,-0.0853129586206562
reasoning_elicitation,52,default_vs_context,0.12936693299279084,1240,20,-0.08788510181177077
reasoning_elicitation,52,student_state_vs_domain,-0.0007375651183485488,1240,20,-0.08788510181177077
reasoning_elicitation,53,default_vs_context,0.13058098035300797,1280,23,-0.08301040613497683
reasoning_elicitation,53,student_state_vs_domain,-0.00015220747235199228,1280,23,-0.08301040613497683
reasoning_elicitation,54,default_vs_context,0.12831071717462908,1280,17,-0.09392336178560637
reasoning_elicitation,54,student_state_vs_domain,-0.0007793003144354604,1280,17,-0.09392336178560637
reasoning_elicitation,55,default_vs_context,0.12870379565967138,1240,21,-0.0870249483689515
reasoning_elicitation,55,student_state_vs_domain,-0.0008752176822672819,1240,21,-0.0870249483689515
reasoning_elicitation,56,default_vs_context,0.12878175700868041,1320,20,-0.09038447197953814
reasoning_elicitation,56,student_state_vs_domain,-0.0009744055163421056,1320,20,-0.09038447197953814
reasoning_elicitation,57,default_vs_context,0.12840936453189053,1320,22,-0.09010996222641374
reasoning_elicitation,57,student_state_vs_domain,-0.0011456534538929336,1320,22,-0.09010996222641374
reasoning_elicitation,58,default_vs_context,0.12856509747982645,1400,21,-0.08804649844580584
reasoning_elicitation,58,student_state_vs_domain,-0.0018581372454619244,1400,21,-0.08804649844580584
reasoning_elicitation,59,default_vs_context,0.1278096817450764,1280,22,-0.07314505294500374
reasoning_elicitation,59,student_state_vs_domain,-8.070608140461899e-05,1280,22,-0.07314505294500374
reasoning_elicitation,60,default_vs_context,0.1274833548620393,1320,15,-0.08390030333138468
reasoning_elicitation,60,student_state_vs_domain,-0.0012412690169571194,1320,15,-0.08390030333138468
reasoning_elicitation,61,default_vs_context,0.12937578479196385,1240,17,-0.08056127059780932
reasoning_elicitation,61,student_state_vs_domain,-0.001497147911102295,1240,17,-0.08056127059780932
reasoning_elicitation,62,default_vs_context,0.1278485075318576,1280,19,-0.09409893545631456
reasoning_elicitation,62,student_state_vs_domain,-0.0010450228730673056,1280,19,-0.09409893545631456
reasoning_elicitation,63,default_vs_context,0.1297097220405461,1240,20,-0.08333168254658258
reasoning_elicitation,63,student_state_vs_domain,-0.0005027537469249332,1240,20,-0.08333168254658258
reasoning_elicitation,64,default_vs_context,0.1309402113199611,1240,19,-0.08304358773197545
reasoning_elicitation,64,student_state_vs_domain,-0.001581253125607196,1240,19,-0.08304358773197545
reasoning_elicitation,65,default_vs_context,0.13079746330965414,1240,18,-0.09851059220251081
reasoning_elicitation,65,student_state_vs_domain,-0.0004890788694675713,1240,18,-0.09851059220251081
reasoning_elicitation,66,default_vs_context,0.1282454180024975,1280,22,-0.0822267144631539
reasoning_elicitation,66,student_state_vs_domain,-0.000447023989374587,1280,22,-0.0822267144631539
reasoning_elicitation,67,default_vs_context,0.1291132903323994,1280,19,-0.09584455395467253
reasoning_elicitation,67,student_state_vs_domain,-0.0021002581836641193,1280,19,-0.09584455395467253
reasoning_elicitation,68,default_vs_context,0.12752342165570074,1360,18,-0.09543337251035594
reasoning_elicitation,68,student_state_vs_domain,-0.0010713490314160912,1360,18,-0.09543337251035594
reasoning_elicitation,69,default_vs_context,0.12822402484478734,1240,20,-0.08341659649078104
reasoning_elicitation,69,student_state_vs_domain,-0.0004195821548786116,1240,20,-0.08341659649078104
reasoning_elicitation,70,default_vs_context,0.1297341893091476,1360,19,-0.08996059888966468
reasoning_elicitation,70,student_state_vs_domain,-0.0003745547392838555,1360,19,-0.08996059888966468
reasoning_elicitation,71,default_vs_context,0.1281762928053346,1320,19,-0.08339985782966602
reasoning_elicitation,71,student_state_vs_domain,-0.0007615871796431695,1320,19,-0.08339985782966602
reasoning_elicitation,72,default_vs_context,0.12718462112465345,1280,18,-0.0894781196070358
reasoning_elicitation,72,student_state_vs_domain,-0.0023990367885563108,1280,18,-0.0894781196070358
reasoning_elicitation,73,default_vs_context,0.12864939151862106,1200,22,-0.09054184260931628
reasoning_elicitation,73,student_state_vs_domain,-0.0004389300336707369,1200,22,-0.09054184260931628
reasoning_elicitation,74,default_vs_context,0.12977002107016192,1280,20,-0.09574977293310846
reasoning_elicitation,74,student_state_vs_domain,-0.0008563106607058085,1280,20,-0.09574977293310846
reasoning_elicitation,75,default_vs_context,0.1289683933543809,1280,17,-0.08349807527499134
reasoning_elicitation,75,student_state_vs_domain,-0.00038541362353279596,1280,17,-0.08349807527499134
reasoning_elicitation,76,default_vs_context,0.1292293936365665,1200,18,-0.09027914848545515
reasoning_elicitation,76,student_state_vs_domain,-0.00023073092969862208,1200,18,-0.09027914848545515
reasoning_elicitation,77,default_vs_context,0.1290463896595595,1400,19,-0.09385715850279104
reasoning_elicitation,77,student_state_vs_domain,-0.0007033635381858139,1400,19,-0.09385715850279104
reasoning_elicitation,78,default_vs_context,0.12939857127790588,1440,20,-0.09558038217757717
reasoning_elicitation,78,student_state_vs_domain,-0.00019267031144891422,1440,20,-0.09558038217757717
reasoning_elicitation,79,default_vs_context,0.12690346346143475,1280,21,-0.08149785091662196
reasoning_elicitation,79,student_state_vs_domain,-0.0003630640253989431,1280,21,-0.08149785091662196
reasoning_elicitation,80,default_vs_context,0.126932819207392,1400,20,-0.09506625847868885
reasoning_elicitation,80,student_state_vs_domain,-0.0007008591874518716,1400,20,-0.09506625847868885
reasoning_elicitation,81,default_vs_context,0.12904264838942608,1320,21,-0.08902226914137605
reasoning_elicitation,81,student_state_vs_domain,-0.00034444332913556586,1320,21,-0.08902226914137605
reasoning_elicitation,82,default_vs_context,0.12754297238973675,1240,17,-0.08299313047162496
reasoning_elicitation,82,student_state_vs_domain,-0.0015906322257253636,1240,17,-0.08299313047162496
reasoning_elicitation,83,default_vs_context,0.13047712240299786,1200,18,-0.08746343237805881
reasoning_elicitation,83,student_state_vs_domain,-0.00023762979101964177,1200,18,-0.08746343237805881
reasoning_elicitation,84,default_vs_context,0.12827728735206928,1360,17,-0.08237918053853255
reasoning_elicitation,84,student_state_vs_domain,-0.0006694425328612474,1360,17,-0.08237918053853255
reasoning_elicitation,85,default_vs_context,0.12889304491691578,1320,14,-0.07677688022303789
reasoning_elicitation,85,student_state_vs_domain,-0.0032633670703181294,1320,14,-0.07677688022303789
reasoning_elicitation,86,default_vs_context,0.1280366984396505,1280,19,-0.08685785231745359
reasoning_elicitation,86,student_state_vs_domain,-2.1573151048462358e-05,1280,19,-0.08685785231745359
reasoning_elicitation,87,default_vs_context,0.12880279535841785,1240,19,-0.0904994294951311
reasoning_elicitation,87,student_state_vs_domain,-0.0013603400796498855,1240,19,-0.0904994294951311
reasoning_elicitation,88,default_vs_context,0.12664117704645667,1240,17,-0.08928442263147415
reasoning_elicitation,88,student_state_vs_domain,-0.0022085424425077743,1240,17,-0.08928442263147415
reasoning_elicitation,89,default_vs_context,0.12894880433945177,1280,22,-0.08281140184281026
reasoning_elicitation,89,student_state_vs_domain,-0.001334315982645523,1280,22,-0.08281140184281026
reasoning_elicitation,90,default_vs_context,0.13001985016482792,1240,18,-0.09596761694758804
reasoning_elicitation,90,student_state_vs_domain,-0.00029451576797949464,1240,18,-0.09596761694758804
reasoning_elicitation,91,default_vs_context,0.12682507191088316,1240,21,-0.08722655615401516
reasoning_elicitation,91,student_state_vs_domain,-0.0019062494598253016,1240,21,-0.08722655615401516
reasoning_elicitation,92,default_vs_context,0.1301732906203777,1280,18,-0.08273263129402311
reasoning_elicitation,92,student_state_vs_domain,-0.00011727376379828958,1280,18,-0.08273263129402311
reasoning_elicitation,93,default_vs_context,0.13014736549840908,1240,23,-0.09280043006534874
reasoning_elicitation,93,student_state_vs_domain,-0.0002963954843083344,1240,23,-0.09280043006534874
reasoning_elicitation,94,default_vs_context,0.1300561098514802,1200,21,-0.09074097386718187
reasoning_elicitation,94,student_state_vs_domain,-0.00019229267273010442,1200,21,-0.09074097386718187
reasoning_elicitation,95,default_vs_context,0.12917334149301057,1320,23,-0.09112488783590261
reasoning_elicitation,95,student_state_vs_domain,-0.0006451653518891459,1320,23,-0.09112488783590261
reasoning_elicitation,96,default_vs_context,0.12895314343639797,1280,21,-0.08614623228552624
reasoning_elicitation,96,student_state_vs_domain,-0.0006381128032768024,1280,21,-0.08614623228552624
reasoning_elicitation,97,default_vs_context,0.13069733897398497,1200,16,-0.07417207389150676
reasoning_elicitation,97,student_state_vs_domain,-0.001300051793812096,1200,16,-0.07417207389150676
reasoning_elicitation,98,default_vs_context,0.1288415136065563,1320,23,-0.09279405951287914
reasoning_elicitation,98,student_state_vs_domain,-0.0004325679295365953,1320,23,-0.09279405951287914
reasoning_elicitation,99,default_vs_context,0.1282466729092246,1280,21,-0.09292389004090049
reasoning_elicitation,99,student_state_vs_domain,-0.0012166447349583331,1280,21,-0.09292389004090049
reasoning_elicitation,100,default_vs_context,0.12974593710883653,1280,17,-0.08798438143831996
reasoning_elicitation,100,student_state_vs_domain,-0.001928147903010019,1280,17,-0.08798438143831996
reasoning_elicitation,101,default_vs_context,0.12960268954874993,1400,20,-0.09044574552007517
reasoning_elicitation,101,student_state_vs_domain,-0.0007441432317012581,1400,20,-0.09044574552007517
reasoning_elicitation,102,default_vs_context,0.12698109983445555,1240,18,-0.0873589260687182
reasoning_elicitation,102,student_state_vs_domain,-0.0008726503805756292,1240,18,-0.0873589260687182
reasoning_elicitation,103,default_vs_context,0.12870279769155396,1280,21,-0.08408255036052063
reasoning_elicitation,103,student_state_vs_domain,-0.0004128795130097507,1280,21,-0.08408255036052063
reasoning_elicitation,104,default_vs_context,0.1280872909598854,1320,21,-0.09165665047165361
reasoning_elicitation,104,student_state_vs_domain,-0.001158436578700503,1320,21,-0.09165665047165361
reasoning_elicitation,105,default_vs_context,0.12837123360374006,1320,19,-0.08359345581508545
reasoning_elicitation,105,student_state_vs_domain,-0.0001797782328538805,1320,19,-0.08359345581508545
reasoning_elicitation,106,default_vs_context,0.1280068187144306,1240,21,-0.09494714933292075
reasoning_elicitation,106,student_state_vs_domain,-0.0013460850182729078,1240,21,-0.09494714933292075
reasoning_elicitation,107,default_vs_context,0.12952126107061404,1360,22,-0.08543842313112662
reasoning_elicitation,107,student_state_vs_domain,-0.0009145806327957029,1360,22,-0.08543842313112662
reasoning_elicitation,108,default_vs_context,0.1292949068446651,1280,20,-0.08210572346184952
reasoning_elicitation,108,student_state_vs_domain,-0.00012404369377817803,1280,20,-0.08210572346184952
reasoning_elicitation,109,default_vs_context,0.13025878254159295,1200,19,-0.082489137758428
reasoning_elicitation,109,student_state_vs_domain,-0.00034267648436468734,1200,19,-0.082489137758428
reasoning_elicitation,110,default_vs_context,0.12715140064150487,1280,20,-0.08810630199117728
reasoning_elicitation,110,student_state_vs_domain,-0.0014192063159016305,1280,20,-0.08810630199117728
reasoning_elicitation,111,default_vs_context,0.12864682869526736,1240,20,-0.08835051541368363
reasoning_elicitation,111,student_state_vs_domain,-0.0001603280985876948,1240,20,-0.08835051541368363
reasoning_elicitation,112,default_vs_context,0.12861581215798168,1280,20,-0.08115920762203477
reasoning_elicitation,112,student_state_vs_domain,-0.0010087705755793402,1280,20,-0.08115920762203477
reasoning_elicitation,113,default_vs_context,0.1272541994872513,1280,19,-0.09470454315318293
reasoning_elicitation,113,student_state_vs_domain,-0.0018604691837329629,1280,19,-0.09470454315318293
reasoning_elicitation,114,default_vs_context,0.12767873978534677,1280,19,-0.07760004176524492
reasoning_elicitation,114,student_state_vs_domain,-0.001146570255323956,1280,19,-0.07760004176524492
reasoning_elicitation,115,default_vs_context,0.1289160698417649,1200,18,-0.08406005060822076
reasoning_elicitation,115,student_state_vs_domain,-0.00012059208815062838,1200,18,-0.08406005060822076
reasoning_elicitation,116,default_vs_context,0.1278550999021001,1200,21,-0.08256486939879086
reasoning_elicitation,116,student_state_vs_domain,-0.0013569787886732187,1200,21,-0.08256486939879086
reasoning_elicitation,117,default_vs_context,0.12835774891253104,1280,20,-0.09130657708373553
reasoning_elicitation,117,student_state_vs_domain,-0.0008199118138890876,1280,20,-0.09130657708373553
