source_policy,score_panel,dimension,task,null_mse,global_model_mse,task_model_mse,relative_mse_reduction,split_p05,split_p95,fraction_splits_improved
conservative_cohort,without_deepseek-v4-pro,personalization,longtutor,1.1772569444444445,1.0120084455649956,0.876058001366898,0.13453306214579971,0.06996294822124997,0.17249559861749106,0.99
conservative_cohort,without_deepseek-v4-pro,personalization,mathdial_hard,0.12664842873176207,0.1429558877389789,0.12219340217442308,0.14487128174193115,0.05566289990840741,0.20043506556736204,1.0
conservative_cohort,without_deepseek-v4-pro,personalization,mathdial_standard,0.08943916779737675,0.09243963613903569,0.07909964276150905,0.14395249610985952,0.10392295814227939,0.18667154395807878,1.0
conservative_cohort,without_deepseek-v4-pro,personalization,socratic,0.02578125,0.05501504538429176,0.026070057977662202,0.5256048327234036,0.497046632998439,0.5584305619807883,1.0
conservative_cohort,without_glm-5.2,affective_warmth,ALL_EQUAL_TASK_WEIGHT,0.6619730812478014,0.5222576159378447,0.4468047643690165,0.14454377826289455,0.10835986808849177,0.16734167302888012,1.0
conservative_cohort,without_glm-5.2,affective_warmth,longtutor,0.7711805555555555,0.5932055588858607,0.49400900875925413,0.167316161836427,0.11534628483274316,0.20482380359920196,1.0
conservative_cohort,without_glm-5.2,affective_warmth,mathdial_hard,0.9379208754208754,0.6866310239987609,0.6762760951853647,0.015469826007360864,-0.06779016339126705,0.07675708591952353,0.77
conservative_cohort,without_glm-5.2,affective_warmth,mathdial_standard,0.9387908940147746,0.6585828033377946,0.616933953531447,0.06327882207205283,0.01634825779369728,0.09414170046803486,0.97
conservative_cohort,without_glm-5.2,affective_warmth,socratic,0.0,0.15061107752896252,0.0,1.0,1.0,1.0,1.0
conservative_cohort,without_glm-5.2,autonomy_support,ALL_EQUAL_TASK_WEIGHT,0.6856023700939745,0.5695252691636294,0.5256892490362519,0.07704130249818578,0.04053753025189697,0.10656646250522656,1.0
conservative_cohort,without_glm-5.2,autonomy_support,longtutor,0.8079861111111112,0.6662642918325941,0.6236209029291911,0.06414953030142341,-0.006227170443635064,0.11481031970133782,0.93
conservative_cohort,without_glm-5.2,autonomy_support,mathdial_hard,1.00368265993266,0.8100223875601346,0.7903826501573857,0.024618506051527753,-0.06939684520811977,0.08171684804475372,0.75
